sku,units,revenue,gross_profit,revenue_share,cum_share,abc_class
84946,19246,25889.63,10355.852,0.0024271487445987044,0.23686597270012974,A
22629,14260,25740.469999999998,10296.188,0.0024131650180354296,0.2392791377181652,A
22961,16412,25660.98,10264.392,0.002405712843025275,0.24168485056119046,A
48138,3762,25609.6,10243.84,0.002400895976098344,0.24408574653728882,A
21181,12723,25290.58,10116.232000000002,0.0023709879012242777,0.2464567344385131,A
23173,2770,24918.93,9967.572,0.002336145772119686,0.24879288021063276,A
21621,2889,24542.829999999998,9817.132,0.0023008864562142992,0.2510937666668471,A
22111,4666,24509.84,9803.936000000002,0.0022977936488978445,0.2533915603157449,A
22722,5979,24483.66,9793.464,0.00229533927801137,0.2556868995937563,A
22326,8560,24438.620000000003,9775.448,0.0022911167850882684,0.25797801637884454,A
48187,3830,24292.84,9717.136,0.0022774499329939126,0.2602554663118385,A
22138,4948,24239.72,9695.888,0.0022724699413403785,0.2625279362531789,A
21731,14009,23932.98,9573.192,0.00224371311453682,0.2647716493677157,A
48185,3617,23888.81,9555.524000000001,0.00223957218397702,0.2670112215516927,A
23344,10306,23815.75,9526.300000000001,0.002232722820456553,0.26924394437214927,A
15056N,4081,23761.77,9504.708,0.0022276622039381464,0.27147160657608743,A
23243,4805,23514.170000000002,9405.668,0.002204449742842231,0.2736760563189296,A
22189,8291,23463.47,9385.388,0.002199696625808455,0.27587575294473804,A
21733,7882,23228.74,9291.496000000001,0.0021776907251903448,0.2780534436699284,A
21929,11007,23181.14,9272.456,0.002173228232669482,0.2802266719025979,A
82482,9006,23113.260000000002,9245.304,0.0021668644933351094,0.282393536395933,A
20713,13324,23030.96,9212.384,0.0021591488812664748,0.28455268527719946,A
21623,3272,23010.09,9204.036,0.0021571923220456684,0.28670987759924516,A
22139,4606,22912.81,9165.124000000002,0.0021480723373307627,0.2888579499365759,A
22697,7304,22826.3,9130.52,0.0021399620384236237,0.2909979119749996,A
22090,7588,22790.960000000003,9116.384000000002,0.002136648918976412,0.29313456089397594,A
85066,1793,22708.95,9083.58,0.0021289604943622114,0.29526352138833817,A
22383,12553,22542.44,9016.976,0.002113350208025051,0.2973768715963632,A
20727,12240,22421.21,8968.484,0.0021019849145732833,0.29947885651093653,A
84997D,5424,22394.29,8957.716,0.0020994611688030813,0.3015783176797396,A
84029E,4778,22144.98,8857.992,0.0020760883954758494,0.30365440607521543,A
48194,3421,22138.57,8855.428,0.0020754874589830187,0.30572989353419844,A
20712,9773,22092.420000000002,8836.968,0.0020711609037343255,0.30780105443793276,A
23202,11062,21852.81,8741.124,0.0020486975038829834,0.30984975194181574,A
82494L,7180,21852.390000000003,8740.956,0.002048658128948976,0.31189841007076474,A
20724,17771,21776.79,8710.716,0.002041570640827606,0.31393998071159235,A
20728,11817,21750.63,8700.252,0.002039118144937989,0.31597909885653036,A
22630,11793,21635.14,8654.056,0.002028290975584325,0.3180073898321147,A
21523,3246,21601.69,8640.676,0.0020251550433401473,0.3200325448754548,A
23209,13289,21450.17,8580.068,0.002010950067147687,0.3220434949426025,A
21843,2013,21365.25,8546.1,0.0020029888304907203,0.3240464837730932,A
21212,36419,21259.100000000002,8503.640000000001,0.001993037284669511,0.32603952105776274,A
21928,10473,21154.55,8461.82,0.0019832357385969022,0.3280227567963596,A
21166,10364,20957.64,8383.056,0.001964775457036334,0.32998753225339594,A
23206,12183,20911.98,8364.792,0.0019604948392106494,0.3319480270926066,A
22659,11523,20818.7,8327.48,0.001951749853867245,0.3338997769464738,A
22728,5364,20702.15,8280.86,0.0019408233096801333,0.335840600256154,A
71477,6764,20658.56,8263.424,0.0019367367540292005,0.3377773370101832,A
21479,4671,20594.45,8237.78,0.0019307264516024672,0.33970806346178567,A
22501,1785,19322.16,7728.8640000000005,0.0018114494640106983,0.34151951292579635,A
22328,6847,19130.37,7652.148,0.0017934691816456514,0.34331298210744204,A
84997B,4578,19098.89,7639.5560000000005,0.0017905179365919383,0.34510350004403395,A
22467,8132,18890.47,7556.188,0.001770978594339876,0.34687447863837384,A
22969,12532,18788.55,7515.419999999999,0.001761423610354029,0.3486359022487278,A
15036,23826,18569.84,7427.936000000001,0.0017409195822187802,0.35037682183094665,A
82486,2150,18467.22,7386.888000000001,0.0017312989733429208,0.35210812080428955,A
20914,6372,18390.2,7356.080000000001,0.001724078360444668,0.35383219916473424,A
20726,9934,18323.38,7329.352,0.001717813995943743,0.35555001316067797,A
22382,10464,18092.36,7236.9439999999995,0.0016961559072426996,0.35724616906792067,A
21108,10253,18069.280000000002,7227.712,0.0016939921608691386,0.3589401612287898,A
22835,3474,18055.11,7222.044000000001,0.001692663725595596,0.36063282495438537,A
22693,16244,17927.45,7170.9800000000005,0.00168069562065414,0.36231352057503957,A
22865,8549,17910.030000000002,7164.012000000001,0.001679062498391253,0.3639925830734308,A
21485,3533,17708.53,7083.412,0.0016601719050518872,0.36565275497848265,A
22698,5825,17551.760000000002,7020.704000000001,0.0016454747421843323,0.367298229720667,A
22384,10515,17435.19,6974.076,0.0016345463230003625,0.36893277604366737,A
22077,9183,17205.37,6882.148,0.0016130007341107696,0.37054577677777817,A
22385,8684,17081.86,6832.744000000001,0.001601421691017246,0.3721471984687954,A
21754,2780,17049.920000000002,6819.968000000001,0.00159842732103581,0.37374562578983117,A
82583,7562,17047.06,6818.8240000000005,0.0015981591964851869,0.3753437849863164,A
23240,4186,17037.52,6815.008000000001,0.0015972648229841567,0.37694104980930054,A
22492,26633,16937.82,6775.128000000001,0.001587917963649493,0.37852896777295003,A
15056BL,2931,16915.72,6766.2880000000005,0.0015858460921219497,0.38011481386507195,A
84997C,4068,16875.62,6750.2480000000005,0.0015820867234226516,0.38169690058849465,A
20719,13310,16759.75,6703.900000000001,0.0015712239291286948,0.3832681245176233,A
22624,1928,16528.31,6611.3240000000005,0.001549526465493644,0.384817650983117,A
22993,12672,16507.23,6602.892000000001,0.0015475502188058332,0.3863652012019228,A
84978,12512,16477.53,6591.012000000001,0.001544765848472438,0.3879099670503952,A
84078A,415,16363.300000000001,6545.320000000001,0.0015340568039207967,0.38944402385431603,A
23301,8825,16357.05,6542.82,0.001533470867402826,0.3909774947217189,A
21232,11855,16263.800000000001,6505.52,0.0015247286945547082,0.39250222341627355,A
84029G,3603,16164.04,6465.616,0.0015153762102294718,0.39401759962650307,A
85152,8274,15983.330000000002,6393.332,0.001498434676123483,0.39551603430262655,A
23313,2997,15833.31,6333.3240000000005,0.0014843703246953358,0.39700040462732183,A
22379,6910,15636.99,6254.796,0.0014659653555420642,0.39846636998286394,A
82483,2421,15240.07,6096.028,0.0014287541679080145,0.3998951241507719,A
22084,5266,15122.970000000001,6049.188000000001,0.0014177760613073213,0.40131290021207927,A
22900,4919,14975.93,5990.372,0.0014039910844109425,0.4027168912964902,A
22752,1790,14453.470000000001,5781.388000000001,0.0013550105415023326,0.4040719018379925,A
22866,6640,14410.62,5764.2480000000005,0.0013509933607351275,0.40542289519872765,A
22847,906,14389.34,5755.736,0.0013489983640787419,0.40677189356280635,A
48184,2047,14324.0,5729.6,0.0013428727493452722,0.40811476631215166,A
23200,7171,14197.28,5678.912,0.001330992769256119,0.4094457590814078,A
22507,2960,14193.35,5677.34,0.001330624332373619,0.41077638341378137,A
22083,4658,14159.54,5663.816000000001,0.0013274546501860064,0.4121038380639674,A
22625,1645,14141.7,5656.68,0.0013257821529891118,0.4134296202169565,A
22867,6444,14078.69,5631.476000000001,0.0013198749753895412,0.4147494951923461,A
21930,6450,14031.16,5612.464,0.00131541904535768,0.4160649142377038,A
23343,9981,13978.95,5591.58,0.0013105243660611625,0.41737543860376486,A
22622,1342,13931.31,5572.524,0.001306058123546585,0.41868149672731153,A
84077,55047,13841.849999999999,5536.74,0.0012976712626029637,0.4199791679899144,A
20971,11001,13838.1,5535.240000000001,0.0012973197006921817,0.42127648769060666,A
22941,1672,13812.92,5525.168000000001,0.0012949590796485825,0.42257144677025527,A
AMAZONFEE,2,13761.09,5504.436,0.0012901000252923576,0.4238615467955476,A
22171,1970,13746.11,5498.444,0.0012886956526460863,0.4251502424481937,A
23077,10415,13720.77,5488.308,0.001286320031627627,0.4264365624798213,A
22551,8082,13615.31,5446.124,0.0012764331731980017,0.42771299565301923,A
21524,1757,13612.41,5444.964,0.0012761612986536635,0.42898915695167295,A
23356,2386,13494.970000000001,5397.988,0.0012651513171063927,0.4302543082687794,A
23207,7851,13360.2,5344.08,0.0012525166507820933,0.43150682491956144,A
22558,8689,13346.039999999999,5338.416,0.0012511891530069795,0.4327580140725684,A
22554,7813,13344.769999999999,5337.907999999999,0.001251070090706528,0.434009084163275,A
23108,2221,13303.019999999999,5321.2080000000005,0.0012471560347664856,0.43525624019804143,A
23328,2845,13284.49,5313.796,0.001245418850178007,0.43650165904821947,A
22776,1245,13088.73,5235.492,0.0012270663809367454,0.43772872542915625,A
47566B,3881,12941.27,5176.508000000001,0.0012132420291063593,0.4389419674582625,A
82600,6017,12835.28,5134.112000000001,0.0012033054832600101,0.44014527294152256,A
22113,3231,12805.33,5122.1320000000005,0.001200497675465896,0.4413457706169885,A
22499,2091,12792.25,5116.900000000001,0.0011992714275210876,0.44254504204450956,A
22427,2113,12671.060000000001,5068.424000000001,0.0011879098840630344,0.4437329519285726,A
20750,1748,12642.93,5057.1720000000005,0.0011852727009829531,0.4449182246295555,A
20749,1770,12614.17,5045.668000000001,0.0011825764555018607,0.44610080108505745,A
21755,2034,12572.710000000001,5029.084000000001,0.0011786895870162524,0.4472794906720737,A
22607,1331,12571.369999999999,5028.548,0.0011785639622267992,0.4484580546343004,A
20723,9798,12552.4,5020.96,0.0011767855277074555,0.4496348401620079,A
21790,14528,12515.96,5006.384,0.0011733692834330809,0.450808209445441,A
22188,4871,12487.17,4994.868,0.001170670225456702,0.45197887967089767,A
22568,3388,12440.14,4976.0560000000005,0.0011662611703462786,0.453145140841244,A
22424,875,12383.83,4953.532,0.0011609821166939725,0.4543061229579379,A
22149,6158,12373.880000000001,4949.552000000001,0.0011600493057573637,0.45546617226369535,A
23174,3057,12350.73,4940.292,0.0011578789968948013,0.4566240512605901,A
21977,24854,12245.02,4898.008000000001,0.0011479687010044573,0.4577720199615946,A
47590B,2339,12201.400000000001,4880.56,0.0011438793328582384,0.45891589929445276,A
48188,2065,12114.97,4845.988,0.001135776533938529,0.4600516758283913,A
22273,4514,12016.34,4806.536,0.001126529986935742,0.4611782058153271,A
22191,1452,11971.15,4788.460000000001,0.0011222934315362088,0.4623004992468633,A
22158,3463,11944.880000000001,4777.952,0.0011198306231638758,0.4634203298700271,A
21430,3040,11928.45,4771.38,0.001118290313245435,0.4645386201832726,A
22087,4097,11893.230000000001,4757.292,0.0011149884437793684,0.46565360862705196,A
22193,1403,11882.57,4753.028,0.0011139890704543179,0.46676759769750625,A
23300,6827,11815.689999999999,4726.276,0.0011077190809628203,0.4678753167784691,A
21936,3987,11671.09,4668.436000000001,0.0010941628536830573,0.46896947963215213,A
23581,5035,11613.03,4645.212,0.0010887197378057194,0.4700581993699579,A
22692,1529,11555.56,4622.224,0.001083331934335678,0.47114153130429354,A
21217,1089,11532.39,4612.956,0.0010811597504762581,0.4722226910547698,A
22730,2892,11479.65,4591.86,0.0010762153837630167,0.4732989064385328,A
21481,3314,11466.37,4586.548000000001,0.0010749703858496335,0.4743738768243825,A
22356,9721,11420.289999999999,4568.116,0.001070650393089941,0.4754445272174724,A
21216,2133,11407.56,4563.024,0.001069456957590139,0.4765139841750625,A
22041,4374,11354.560000000001,4541.8240000000005,0.0010644882159177502,0.4775784723909803,A
21340,978,11338.27,4535.308,0.0010629610309773121,0.4786414334219576,A
21080,13212,11319.36,4527.744000000001,0.001061188221448541,0.47970262164340616,A
85014B,1940,11295.01,4518.004000000001,0.0010589054127745283,0.48076152705618064,A
22605,782,11276.21,4510.484,0.0010571429157284731,0.48181866997190914,A
22570,3139,11227.47,4490.988,0.001052573548386733,0.4828712435202959,A
23170,6869,11117.05,4446.82,0.0010422216907364462,0.48391346521103235,A
22413,3777,11104.79,4441.916,0.0010410723176627957,0.48495453752869516,A
22662,6724,11090.58,4436.232,0.001039740132395538,0.4859942776610907,A
B,1,11062.06,4424.824,0.0010370663868767356,0.4870313440479674,A
20711,5008,11014.62,4405.848,0.0010326188943307333,0.48806396294229815,A
22988,9151,10938.310000000001,4375.3240000000005,0.001025464843820922,0.489089427786119,A
85048,1359,10910.61,4364.244000000001,0.001022867973173277,0.4901122957592923,A
71459,13605,10858.89,4343.5560000000005,0.0010180192312997684,0.49113031499059207,A
84997A,2679,10812.62,4325.048,0.00101368142606993,0.492143996416662,A
22617,2210,10745.050000000001,4298.02,0.0010073467491868485,0.4931513431658489,A
22846,665,10676.619999999999,4270.648,0.001000931447438894,0.49415227461328776,A
22734,3403,10621.6,4248.64,0.0009957733310838972,0.49514804794437167,A
21791,7890,10535.65,4214.26,0.0009877155320887681,0.4961357634764604,A
21891,8146,10526.0,4210.4,0.000986810846105022,0.4971225743225654,A
84755,16449,10518.25,4207.3,0.0009860842848227387,0.4981086586073882,A
47590A,1992,10502.650000000001,4201.06,0.0009846217872738847,0.49909328039466205,A
23208,6342,10498.01,4199.204,0.0009841867880029435,0.500077467182665,A
22992,5236,10379.84,4151.936,0.0009731083690703735,0.5010505755517354,A
22169,1198,10354.26,4141.704000000001,0.0009707102480896242,0.5020212857998251,A
21914,7879,10343.56,4137.424,0.0009697071247708589,0.5029909929245958,A
84947,8706,10297.27,4118.908,0.000965367444544163,0.50395636036914,A
48173C,1817,10278.06,4111.224,0.0009635665100625291,0.5049199268792026,A
23582,4815,10233.45,4093.38,0.0009593843295718637,0.5058793112087745,A
22970,4367,10224.75,4089.9,0.0009585687059388489,0.5068378799147133,A
22569,2765,10133.33,4053.3320000000003,0.0009499980953031923,0.5077878780100165,A
21218,2433,10116.49,4046.596,0.0009484193479491729,0.5087362973579656,A
22556,6118,10070.109999999999,4028.044,0.0009440712302366181,0.5096803685882022,A
22633,4867,10057.320000000002,4022.9280000000003,0.0009428721697462436,0.5106232407579485,A
22621,6150,10056.949999999999,4022.7799999999997,0.0009428374823043796,0.5115660782402529,A
23171,6247,10051.99,4020.796,0.0009423724830837183,0.5125084507233366,A
20679,1710,10021.42,4008.568,0.0009395065503870215,0.5134479572737236,A
23076,8100,9965.76,3986.304,0.0009342884341325844,0.5143822457078563,A
22791,8027,9963.880000000001,3985.5520000000006,0.000934112184427979,0.5153163578922842,A
22690,1623,9959.6,3983.84,0.0009337109351004728,0.5162500688273847,A
22619,2570,9921.289999999999,3968.516,0.0009301193786199214,0.5171801882060045,A
22654,1412,9898.95,3959.5800000000004,0.0009280250071300882,0.5181082132131347,A
22555,6023,9863.279999999999,3945.312,0.0009246809502347273,0.5190328941633694,A
22766,3297,9843.59,3937.436,0.0009228350158285135,0.519955729179198,A
21314,4252,9811.58,3924.6320000000005,0.0009198340833580763,0.520875563262556,A
22838,694,9765.11,3906.0440000000003,0.0009154775281596629,0.5217910407907156,A
22561,5888,9749.82,3899.928,0.0009140440930621,0.5227050848837778,A
21559,3940,9748.13,3899.252,0.0009138856558276408,0.5236189705396054,A
22844,1006,9686.82,3874.728,0.0009081378529609584,0.5245271083925663,A
22144,4082,9681.18,3872.472,0.000907609103847142,0.5254347174964135,A
22560,8168,9602.32,3840.9280000000003,0.0009002159912379987,0.5263349334876515,A
23175,3166,9600.15,3840.06,0.0009000125540789593,0.5272349460417304,A
22978,2465,9568.73,3827.4919999999997,0.0008970669340158185,0.5281320129757463,A
22456,1731,9554.470000000001,3821.7880000000005,0.0008957300612564174,0.5290277430370026,A
35970,5070,9546.53,3818.612,0.0008949856875039878,0.5299227287245066,A
22952,16079,9524.720000000001,3809.8880000000004,0.0008929410034308784,0.5308156697279375,A
21174,4313,9413.82,3765.5280000000002,0.0008825441458560115,0.5316982138737936,A
84375,4322,9404.150000000001,3761.6600000000008,0.0008816375848754079,0.532579851458669,A
85150,4157,9388.53,3755.412,0.0008801732123296962,0.5334600246709986,A
21155,3157,9301.4,3720.56,0.0008720047885199745,0.5343320294595186,A
23319,3739,9266.84,3706.736000000001,0.0008687647939502053,0.5352007942534689,A
22749,2375,9264.91,3705.964,0.0008685838567534561,0.5360693781102224,A
22966,7448,9212.15,3684.86,0.0008636376150433572,0.5369330157252656,A
84991,18214,9183.720000000001,3673.4880000000003,0.0008609723070104136,0.5377939880322761,A
23318,3811,9167.390000000001,3666.9560000000006,0.0008594413720762605,0.5386534294043523,A
20972,7362,9159.31,3663.724,0.0008586838733458282,0.5395121132776982,A
23080,1079,9158.87,3663.548,0.0008586426234149633,0.540370755901113,A
48116,1500,9088.63,3635.452,0.0008520576344514046,0.5412228135355646,A
22729,2333,9080.2,3632.08,0.0008512673232759663,0.5420740808588405,A
22771,6635,9050.44,3620.176,0.0008484773279519984,0.5429225581867925,A
22759,5558,9043.939999999999,3617.576,0.0008478679539733091,0.5437704261407658,A
22989,2815,9012.27,3604.9080000000004,0.0008448988964494496,0.5446153250372152,A
22632,4479,8995.43,3598.1720000000005,0.0008433201490954302,0.5454586451863107,A
23439,4027,8941.61,3576.6440000000007,0.0008382745325518835,0.5462969197188626,A
23322,3085,8925.410000000002,3570.1640000000007,0.0008367557850973043,0.5471336755039599,A
82582,4367,8862.990000000002,3545.196000000001,0.0008309039199050304,0.5479645794238649,A
21889,6403,8862.29,3544.916,0.0008308382950150177,0.5487954177188799,A
84945,10557,8754.63,3501.8520000000003,0.0008207451869310667,0.5496161629058111,A
22947,751,8714.24,3485.6960000000004,0.0008169586307773348,0.5504331215365883,A
23256,2115,8675.37,3470.148,0.0008133145743847735,0.5512464361109731,A
22147,6230,8626.94,3450.776,0.0008087742694943244,0.5520552103804675,A
22652,5097,8620.32,3448.128,0.00080815364553449,0.5528633640260019,A
23534,1388,8614.85,3445.94,0.0008076408338939624,0.5536710048598958,A
22795,1212,8578.0,3431.2000000000003,0.0008041861521840089,0.5544751910120799,A
23082,2333,8577.51,3431.004,0.0008041402147610001,0.5552793312268409,A
23078,6831,8553.34,3421.3360000000002,0.000801874281058705,0.5560812055078995,A
21035,2603,8549.85,3419.94,0.0008015470941070703,0.5568827526020067,A
84378,6350,8540.9,3416.36,0.0008007080330133367,0.55768346063502,A
21484,2101,8535.52,3414.208,0.0008002036588586678,0.5584836642938786,A
23493,3970,8509.68,3403.8720000000003,0.000797781162918771,0.5592814454567975,A
23321,4737,8473.269999999999,3389.308,0.0007943677311396825,0.5600758131879372,A
23535,1329,8469.99,3387.996,0.0007940602316550518,0.5608698734195922,A
71053,1950,8441.82,3376.728,0.0007914192985812556,0.5616612927181734,A
21213,15176,8418.44,3367.376,0.000789227427254832,0.5624505201454283,A
21210,5812,8374.189999999999,3349.676,0.0007850789967076014,0.5632355991421358,A
22768,868,8268.539999999999,3307.4159999999997,0.0007751743258078298,0.5640107734679437,A
72741,5978,8225.0,3290.0,0.000771092457649041,0.5647818659255928,A
22192,954,8189.29,3275.7160000000003,0.0007677446507599653,0.5655496105763527,A
84970S,9143,8168.9,3267.56,0.0007658330914637387,0.5663154436678165,A
22725,1984,8168.6,3267.44,0.0007658049665108761,0.5670812486343273,A
84380,5805,8161.46,3264.584,0.0007651355926327468,0.5678463842269601,A
22804,3142,8135.400000000001,3254.1600000000003,0.0007626924717274175,0.5686090766986875,A
22655,60,8125.0,3250.0,0.0007617174733615147,0.569370794172049,A
22667,2901,8101.150000000001,3240.4600000000005,0.0007594815396089397,0.5701302757116579,A
22909,8987,8050.53,3220.212,0.0007547359225625938,0.5708850116342206,A
21121,6634,8033.85,3213.54,0.0007531721751834345,0.5716381838094039,A
22616,26339,7980.92,3192.368,0.0007482099960000468,0.572386393805404,A
22940,1930,7954.0,3181.6000000000004,0.0007456862502298446,0.5731320800556338,A
21770,1641,7938.780000000001,3175.512,0.0007442593776212831,0.5738763394332551,A
22487,785,7919.23,3167.692,0.0007424265681930717,0.5746187660014482,A
22352,3093,7873.719999999999,3149.488,0.0007381600128438184,0.575356926014292,A
22968,823,7861.929999999999,3144.772,0.0007370547021963191,0.5760939807164883,A
21136,4709,7830.32,3132.1279999999997,0.000734091269663032,0.5768280719861514,A
23238,1862,7825.56,3130.224,0.0007336450204109458,0.5775617170065622,A
22557,4721,7777.089999999999,3110.836,0.0007291009655267817,0.5782908179720891,A
22173,2473,7773.7,3109.4800000000005,0.0007287831535594346,0.5790196011256485,A
23007,499,7758.699999999999,3103.4799999999996,0.0007273769059163056,0.5797469780315648,A
21908,3773,7756.420000000001,3102.568,0.0007271631562745502,0.5804741411878394,A
23204,7976,7741.94,3096.7760000000003,0.0007258056585497162,0.5811999468463891,A
48111,1176,7732.93,3093.172,0.0007249609724654101,0.5819249078188545,A
21258,542,7674.8,3069.92,0.0007195112940990711,0.5826444191129535,A
84406B,2016,7657.320000000001,3062.9280000000003,0.0007178725468456116,0.5833622916597992,A
84949,4801,7642.44,3056.976,0.0007164775491836276,0.5840787692089828,A
21231,6063,7628.530000000001,3051.4120000000003,0.0007151734888692327,0.584793942697852,A
22991,3889,7608.79,3043.516,0.0007133228669708749,0.5855072655648229,A
21955,1230,7597.02,3038.808,0.0007122194313202332,0.5862194849961432,A
22750,2020,7563.08,3025.232,0.0007090375616530467,0.5869285225577963,A
22585,6233,7561.64,3024.6560000000004,0.0007089025618793063,0.5876374251196755,A
22627,867,7547.39,3018.956,0.0007075666266183338,0.5883449917462938,A
21668,5528,7527.66,3011.064,0.0007057169422184049,0.5890507086885123,A
22367,3758,7520.28,3008.112,0.0007050250683779854,0.5897557337568903,A
22381,3441,7437.94,2975.176,0.0006973057063156362,0.5904530394632059,A
84836,5944,7426.82,2970.728,0.0006962632080628633,0.5911493026712688,A
22741,8547,7363.86,2945.544,0.0006903607179554367,0.5918396633892242,A
23382,1875,7356.18,2942.472,0.0006896407191621547,0.5925293041083863,A
84030E,1614,7330.7,2932.28,0.0006872519731656929,0.593216556081552,A
21169,4424,7320.36,2928.144,0.0006862825997903627,0.5939028386813424,A
23083,1933,7254.650000000001,2901.86,0.0006801222976150292,0.5945829609789574,A
20969,1962,7236.93,2894.772,0.0006784610503992796,0.5952614220293567,A
22179,967,7232.95,2893.1800000000003,0.000678087926024636,0.5959395099553813,A
22631,3684,7207.37,2882.948,0.0006756898050438867,0.5966151997604252,A
22634,766,7191.15,2876.46,0.0006741691825924499,0.5972893689430177,A
22485,526,7190.349999999999,2876.1400000000003,0.0006740941827181497,0.5979634631257358,A
22553,4293,7176.669999999999,2870.668,0.0006728116848676161,0.5986362748106034,A
22767,774,7173.549999999999,2869.42,0.0006725191853578453,0.5993087939959613,A
21787,8878,7163.65,2865.46,0.0006715910619133803,0.5999803850578747,A
22834,4970,7136.2300000000005,2854.492,0.0006690204412217406,0.6006494054990964,A
21669,5285,7136.0,2854.4,0.0006689988787578793,0.6013184043778543,A
22950,5210,7133.0,2853.2,0.0006687176292292534,0.6019871220070836,A
22637,2766,7121.38,2848.552,0.0006676282560550429,0.6026547502631386,A
21259,1184,7106.950000000001,2842.7800000000007,0.0006662754458223529,0.603321025708961,A
23236,2509,7106.21,2842.4840000000004,0.0006662060709386251,0.6039872317798995,A
22505,1461,7104.22,2841.688,0.0006660195087513034,0.6046532512886509,A
23320,2668,7072.16,2828.864,0.0006630138887887224,0.6053162651774396,A
21912,1792,7062.7,2825.08,0.0006621270152751224,0.6059783921927147,A
22663,3420,7053.28,2821.3120000000004,0.0006612438917552374,0.6066396360844699,A
C2,292,7051.0,2820.4,0.0006610301421134818,0.6073006662265834,A
22333,4494,7047.24,2818.8959999999997,0.0006606776427042708,0.6079613438692877,A
22946,454,7047.17,2818.868,0.0006606710802152696,0.608622014949503,A
23215,3567,7044.64,2817.856,0.0006604338931127952,0.6092824488426157,A
23543,1237,7019.01,2807.6040000000003,0.0006580310846399022,0.6099404799272556,A
22839,447,7011.57,2804.628,0.0006573335858089101,0.6105978135130645,A
23283,1011,7003.38,2801.352,0.0006565657745957618,0.6112543792876602,A
23293,8486,7001.99,2800.796,0.0006564354623141652,0.6119108147499744,A
